"{DateObject[{2012, 5, 1}], DateObject[{2012, 6, 1}]}","{"personal", 114}","{"University of Montreal Department of Information and Research", 15}","{"?", 9}"
"{DateObject[{2012, 6, 1}], DateObject[{2012, 7, 1}]}","{"personal", 224}","{"University of Montreal Department of Information and Research", 19}","{"?", 4}"
"{DateObject[{2012, 7, 1}], DateObject[{2012, 8, 1}]}","{"personal", 234}","{"?", 9}","{"University of Montreal Department of Information and Research", 32}"
"{DateObject[{2012, 8, 1}], DateObject[{2012, 9, 1}]}","{"personal", 358}","{"?", 27}","{"University of Montreal Department of Information and Research", 49}"
"{DateObject[{2012, 9, 1}], DateObject[{2012, 10, 1}]}","{"University of Montreal Department of Information and Research", 36}","{"personal", 408}","{"?", 31}"
"{DateObject[{2012, 10, 1}], DateObject[{2012, 11, 1}]}","{"personal", 133}","{"Lowin Data Company", 51}","{"?", 61}","{"University of Montreal Department of Information and Research", 59}","{"Python Cloud Apps", 4}"
"{DateObject[{2012, 11, 1}], DateObject[{2012, 12, 1}]}","{"personal", 185}","{"?", 94}","{"University of Montreal Department of Information and Research", 24}","{"Lowin Data Company", 7}"
"{DateObject[{2012, 12, 1}], DateObject[{2013, 1, 1}]}","{"?", 57}","{"personal", 68}","{"Lowin Data Company", 22}","{"University of Montreal Department of Information and Research", 24}"
"{DateObject[{2013, 1, 1}], DateObject[{2013, 2, 1}]}","{"?", 13}","{"University of Montreal Department of Information and Research", 30}","{"Lowin Data Company", 16}","{"personal", 56}","{"Stony Brook University", 9}"
"{DateObject[{2013, 2, 1}], DateObject[{2013, 3, 1}]}","{"personal", 112}","{"University of Montreal Department of Information and Research", 73}","{"?", 100}","{"??", 24}","{"Lowin Data Company", 1}"
"{DateObject[{2013, 3, 1}], DateObject[{2013, 4, 1}]}","{"personal", 157}","{"??", 3}","{"University of Montreal Department of Information and Research", 63}","{"?", 16}"
"{DateObject[{2013, 4, 1}], DateObject[{2013, 5, 1}]}","{"personal", 59}","{"??", 2}","{"?", 40}","{"University of Montreal Department of Information and Research", 31}","{"University of Bonn Autonomous Intelligent Systems", 1}"
"{DateObject[{2013, 5, 1}], DateObject[{2013, 6, 1}]}","{"personal", 112}","{"?", 17}","{"University of Montreal Department of Information and Research", 25}","{"SIP Solutions", 1}"
"{DateObject[{2013, 6, 1}], DateObject[{2013, 7, 1}]}","{"personal", 137}","{"?", 4}","{"University of Montreal Department of Information and Research", 18}","{"University of Guelph", 3}","{"Enthought", 1}"
"{DateObject[{2013, 7, 1}], DateObject[{2013, 8, 1}]}","{"personal", 138}","{"Image Understanding Pattern Recognition Research University of Kaiserslauten", 12}","{"personal?", 3}","{"University of Montreal Department of Information and Research", 14}","{"?", 1}"
"{DateObject[{2013, 8, 1}], DateObject[{2013, 9, 1}]}","{"personal", 98}","{"University of Montreal Department of Information and Research", 23}","{"??", 2}","{"Image Understanding Pattern Recognition Research University of Kaiserslauten", 2}","{"personal?", 1}"
"{DateObject[{2013, 9, 1}], DateObject[{2013, 10, 1}]}","{"personal", 146}","{"University of Montreal Department of Information and Research", 24}","{"Lowin Data Company", 2}"
"{DateObject[{2013, 10, 1}], DateObject[{2013, 11, 1}]}","{"?", 7}","{"personal", 113}","{"University of Montreal Department of Information and Research", 41}","{"Goethe University Frankfurt", 1}","{"Lowin Data Company", 2}"
"{DateObject[{2013, 11, 1}], DateObject[{2013, 12, 1}]}","{"personal", 172}","{"University of Montreal Department of Information and Research", 23}","{"?", 8}"
"{DateObject[{2013, 12, 1}], DateObject[{2014, 1, 1}]}","{"personal", 164}","{"University of Montreal Department of Information and Research", 38}"
"{DateObject[{2014, 1, 1}], DateObject[{2014, 2, 1}]}","{"personal", 141}","{"?", 6}","{"University of Montreal Department of Information and Research", 4}"
"{DateObject[{2014, 2, 1}], DateObject[{2014, 3, 1}]}","{"personal", 145}","{"?", 13}","{"personal?", 2}","{"University of Montreal Department of Information and Research", 15}"
"{DateObject[{2014, 3, 1}], DateObject[{2014, 4, 1}]}","{"personal", 106}","{"University of Montreal Department of Information and Research", 12}"
"{DateObject[{2014, 4, 1}], DateObject[{2014, 5, 1}]}","{"personal", 215}","{"?", 5}","{"University of Montreal Department of Information and Research", 15}"
"{DateObject[{2014, 5, 1}], DateObject[{2014, 6, 1}]}","{"?", 21}","{"personal", 245}","{"University of Montreal Department of Information and Research", 2}","{"University of Montreal", 1}","{"Brain Corp", 1}"
"{DateObject[{2014, 6, 1}], DateObject[{2014, 7, 1}]}","{"personal", 225}","{"?", 44}","{"Adobe", 1}","{"??", 1}"
"{DateObject[{2014, 7, 1}], DateObject[{2014, 8, 1}]}","{"personal", 228}","{"?", 40}","{"University of Montreal", 2}"
"{DateObject[{2014, 8, 1}], DateObject[{2014, 9, 1}]}","{"?", 31}","{"personal", 265}","{"University of Montreal Department of Information and Research", 20}"
"{DateObject[{2014, 9, 1}], DateObject[{2014, 10, 1}]}","{"?", 8}","{"personal", 204}","{"University of Montreal Department of Information and Research", 13}","{"Google", 1}","{"University of East Anglia School of Computing Sciences", 1}"
"{DateObject[{2014, 10, 1}], DateObject[{2014, 11, 1}]}","{"personal", 265}","{"University of Montreal Department of Information and Research", 80}","{"?", 9}","{"McGill University", 5}","{"Indico", 1}","{"Graduate School of Computer Science and Advanced Technologies", 1}"
"{DateObject[{2014, 11, 1}], DateObject[{2014, 12, 1}]}","{"University of Montreal Department of Information and Research", 33}","{"personal", 264}","{"McGill University", 1}","{"Google", 1}","{"Univrsity of Sherbrooke", 1}","{"?", 4}"
"{DateObject[{2014, 12, 1}], DateObject[{2015, 1, 1}]}","{"University of Montreal Department of Information and Research", 49}","{"personal", 137}","{"McGill University", 1}"
"{DateObject[{2015, 1, 1}], DateObject[{2015, 2, 1}]}","{"nVIDIA", 1}","{"University of Montreal Department of Information and Research", 31}","{"personal", 213}","{"McGill University", 6}","{"?", 4}","{"Grammarly Inc", 2}","{"Carnegie Mellon University", 1}"
"{DateObject[{2015, 2, 1}], DateObject[{2015, 3, 1}]}","{"nVIDIA", 1}","{"University of Montreal Department of Information and Research", 31}","{"personal", 190}","{"?", 5}","{"McGill University", 2}"
"{DateObject[{2015, 3, 1}], DateObject[{2015, 4, 1}]}","{"personal", 290}","{"nVIDIA", 1}","{"?", 13}","{"University of Montreal Department of Information and Research", 110}","{"University of Montreal", 1}"
"{DateObject[{2015, 4, 1}], DateObject[{2015, 5, 1}]}","{"University of Montreal Department of Information and Research", 61}","{"personal", 324}","{"?", 2}","{"University of Montreal", 3}","{"Middle East Technical University", 8}","{"PlanGrid", 2}","{"Enlitic", 1}"
