201601,348
201602,399
201603,831
201604,1136
201605,640
201606,457
201607,335
201608,539
201609,744
201610,1179
201611,578
201612,59
201501,54
201502,119
201503,63
201504,111
201505,152
201506,110
201507,285
201508,293
201509,359
201510,418
201511,420
201512,534
201407,1
201408,2
201409,60
201410,96
201411,111
201412,19
