201601,283
201602,155
201603,170
201604,123
201605,159
201606,222
201607,277
201608,178
201609,255
201610,273
201611,345
201612,15
201501,185
201502,70
201503,83
201504,81
201505,174
201506,215
201507,446
201508,409
201509,220
201510,112
201511,154
201512,211
201401,63
201402,75
201403,197
201404,156
201405,95
201406,71
201407,67
201408,156
201409,172
201410,99
201411,124
201412,122
201311,2
201312,76
